Year,Units,variable_code,Variable_category
2015,Dollars (millions),H03,Financial performance
2015,Dollars (millions),H05, dividends and donations"
2015,Dollars (millions),H06, grants and subsidies"
2015,Dollars (millions),H07,Financial performance
2015,Dollars (millions),H08,Financial performance
2015,Dollars (millions),H09,Financial performance
2015,Dollars (millions),H10,Financial performance
2015,Dollars (millions),H11,Financial performance
2015,Dollars (millions),H12,Financial performance
2015,Dollars (millions),H13,Financial performance
2015,Dollars (millions),H17,Financial performance
2015,Dollars (millions),H18,Financial performance
2015,Dollars (millions),H20,Financial performance
2015,Dollars (millions),H21,Financial performance
2015,Dollars (millions),H22,Financial performance
2015,Dollars (millions),H23,Financial performance
2015,Dollars (millions),H24,Financial position
2015,Dollars (millions),H25,Financial position
2015,Dollars (millions),H26,Financial position
2015,Dollars (millions),H27,Financial position
2015,Dollars (millions),H28,Financial position
2015,Dollars (millions),H29,Financial position
2015,Dollars (millions),H30,Financial position
2015,Dollars (millions),H31,Financial position
2015,Dollars (millions),H32,Financial position
2015,Dollars (millions),H33,Financial position
2015,Dollars,H34,Financial ratios
2015,Dollars,H35,Financial ratios
2015,Percentage,H36,Financial ratios
2015,Percentage,H37,Financial ratios
2015,Percentage,H38,Financial ratios
2015,Percentage,H39,Financial ratios
2015,Percentage,H40,Financial ratios
2015,Percentage,H41,Financial ratios
2015,Dollars (millions),H01,Financial performance
2015,Dollars (millions),H02,Financial performance
2015,Dollars (millions),H03,Financial performance
2015,Dollars (millions),H05, dividends and donations"
2015,Dollars (millions),H06, grants and subsidies"
2015,Dollars (millions),H07,Financial performance
2015,Dollars (millions),H08,Financial performance
2015,Dollars (millions),H09,Financial performance
2015,Dollars (millions),H10,Financial performance
2015,Dollars (millions),H11,Financial performance
2015,Dollars (millions),H12,Financial performance
2015,Dollars (millions),H13,Financial performance
2015,Dollars (millions),H17,Financial performance
2015,Dollars (millions),H18,Financial performance
2015,Dollars (millions),H20,Financial performance
2015,Dollars (millions),H21,Financial performance
2015,Dollars (millions),H22,Financial performance
2015,Dollars (millions),H23,Financial performance
2015,Dollars (millions),H24,Financial position
2015,Dollars (millions),H25,Financial position
2015,Dollars (millions),H26,Financial position
2015,Dollars (millions),H27,Financial position
2015,Dollars (millions),H28,Financial position
2015,Dollars (millions),H29,Financial position
2015,Dollars (millions),H30,Financial position
2015,Dollars (millions),H31,Financial position
2015,Dollars (millions),H32,Financial position
2015,Dollars (millions),H33,Financial position
2015,Dollars,H34,Financial ratios
2015,Dollars,H35,Financial ratios
2015,Percentage,H36,Financial ratios
2015,Percentage,H37,Financial ratios
2015,Percentage,H38,Financial ratios
2015,Percentage,H39,Financial ratios
2015,Percentage,H40,Financial ratios
2015,Percentage,H41,Financial ratios
2015,Dollars (millions),H01,Financial performance
2015,Dollars (millions),H02,Financial performance
2015,Dollars (millions),H03,Financial performance
2015,Dollars (millions),H05, dividends and donations"
2015,Dollars (millions),H06, grants and subsidies"
2015,Dollars (millions),H07,Financial performance
2015,Dollars (millions),H08,Financial performance
2015,Dollars (millions),H09,Financial performance
2015,Dollars (millions),H10,Financial performance
2015,Dollars (millions),H11,Financial performance
2015,Dollars (millions),H12,Financial performance
2015,Dollars (millions),H13,Financial performance
2015,Dollars (millions),H17,Financial performance
2015,Dollars (millions),H18,Financial performance
2015,Dollars (millions),H20,Financial performance
2015,Dollars (millions),H21,Financial performance
2015,Dollars (millions),H22,Financial performance
2015,Dollars (millions),H23,Financial performance
2015,Dollars (millions),H24,Financial position
2015,Dollars (millions),H25,Financial position
2015,Dollars (millions),H26,Financial position
2015,Dollars (millions),H27,Financial position
2015,Dollars (millions),H28,Financial position
2015,Dollars (millions),H29,Financial position
2015,Dollars (millions),H30,Financial position
2015,Dollars (millions),H31,Financial position
2015,Dollars (millions),H32,Financial position
2015,Dollars (millions),H33,Financial position
2015,Dollars,H34,Financial ratios
2015,Dollars,H35,Financial ratios
2015,Percentage,H36,Financial ratios
2015,Percentage,H37,Financial ratios
2015,Percentage,H38,Financial ratios
2015,Percentage,H39,Financial ratios
2015,Percentage,H40,Financial ratios
2015,Percentage,H41,Financial ratios
2015,Dollars (millions),H01,Financial performance
2015,Dollars (millions),H02,Financial performance
2015,Dollars (millions),H03,Financial performance
2015,Dollars (millions),H05, dividends and donations"
2015,Dollars (millions),H06, grants and subsidies"
2015,Dollars (millions),H07,Financial performance
2015,Dollars (millions),H08,Financial performance
2015,Dollars (millions),H09,Financial performance
2015,Dollars (millions),H10,Financial performance
2015,Dollars (millions),H11,Financial performance
2015,Dollars (millions),H12,Financial performance
2015,Dollars (millions),H13,Financial performance
2015,Dollars (millions),H17,Financial performance
2015,Dollars (millions),H18,Financial performance
2015,Dollars (millions),H20,Financial performance
2015,Dollars (millions),H21,Financial performance
2015,Dollars (millions),H22,Financial performance
2015,Dollars (millions),H23,Financial performance
2015,Dollars (millions),H24,Financial position
2015,Dollars (millions),H25,Financial position
2015,Dollars (millions),H26,Financial position
2015,Dollars (millions),H27,Financial position
2015,Dollars (millions),H28,Financial position
2015,Dollars (millions),H29,Financial position
2015,Dollars (millions),H30,Financial position
2015,Dollars (millions),H31,Financial position
2015,Dollars (millions),H32,Financial position
2015,Dollars (millions),H33,Financial position
2015,Dollars,H34,Financial ratios
2015,Dollars,H35,Financial ratios
2015,Percentage,H36,Financial ratios
2015,Percentage,H37,Financial ratios
2015,Percentage,H38,Financial ratios
2015,Percentage,H39,Financial ratios
2015,Percentage,H40,Financial ratios
2015,Percentage,H41,Financial ratios
2015,Dollars (millions),H01,Financial performance
2015,Dollars (millions),H02,Financial performance
2015,Dollars (millions),H03,Financial performance
2015,Dollars (millions),H05, dividends and donations"
2015,Dollars (millions),H06, grants and subsidies"
2015,Dollars (millions),H07,Financial performance
2015,Dollars (millions),H08,Financial performance
2015,Dollars (millions),H09,Financial performance
2015,Dollars (millions),H10,Financial performance
2015,Dollars (millions),H11,Financial performance
2015,Dollars (millions),H12,Financial performance
2015,Dollars (millions),H13,Financial performance
2015,Dollars (millions),H17,Financial performance
2015,Dollars (millions),H18,Financial performance
2015,Dollars (millions),H20,Financial performance
2015,Dollars (millions),H21,Financial performance
2015,Dollars (millions),H22,Financial performance
2015,Dollars (millions),H23,Financial performance
2015,Dollars (millions),H24,Financial position
2015,Dollars (millions),H25,Financial position
2015,Dollars (millions),H26,Financial position
2015,Dollars (millions),H27,Financial position
2015,Dollars (millions),H28,Financial position
2015,Dollars (millions),H29,Financial position
2015,Dollars (millions),H30,Financial position
2015,Dollars (millions),H31,Financial position
2015,Dollars (millions),H32,Financial position
2015,Dollars (millions),H33,Financial position
2015,Dollars,H34,Financial ratios
2015,Dollars,H35,Financial ratios
2015,Percentage,H36,Financial ratios
2015,Percentage,H37,Financial ratios
2015,Percentage,H38,Financial ratios
2015,Percentage,H39,Financial ratios
2015,Percentage,H40,Financial ratios
2015,Percentage,H41,Financial ratios
2015,Dollars (millions),H01,Financial performance
2015,Dollars (millions),H02,Financial performance
2015,Dollars (millions),H03,Financial performance
2015,Dollars (millions),H05, dividends and donations"
2015,Dollars (millions),H06, grants and subsidies"
2015,Dollars (millions),H07,Financial performance
2015,Dollars (millions),H08,Financial performance
2015,Dollars (millions),H09,Financial performance
2015,Dollars (millions),H10,Financial performance
2015,Dollars (millions),H11,Financial performance
2015,Dollars (millions),H12,Financial performance
2015,Dollars (millions),H13,Financial performance
2015,Dollars (millions),H17,Financial performance
2015,Dollars (millions),H18,Financial performance
2015,Dollars (millions),H20,Financial performance
2015,Dollars (millions),H21,Financial performance
2015,Dollars (millions),H22,Financial performance
2015,Dollars (millions),H23,Financial performance
2015,Dollars (millions),H24,Financial position
2015,Dollars (millions),H25,Financial position
2015,Dollars (millions),H26,Financial position
2015,Dollars (millions),H27,Financial position
2015,Dollars (millions),H28,Financial position
2015,Dollars (millions),H29,Financial position
2015,Dollars (millions),H30,Financial position
2015,Dollars (millions),H31,Financial position
2015,Dollars (millions),H32,Financial position
2015,Dollars (millions),H33,Financial position
2015,Dollars,H34,Financial ratios
2015,Dollars,H35,Financial ratios
2015,Percentage,H36,Financial ratios
2015,Percentage,H37,Financial ratios
2015,Percentage,H38,Financial ratios
2015,Percentage,H39,Financial ratios
2015,Percentage,H40,Financial ratios
2015,Percentage,H41,Financial ratios
2015,Dollars (millions),H01,Financial performance
2015,Dollars (millions),H02,Financial performance
2015,Dollars (millions),H03,Financial performance
2015,Dollars (millions),H05, dividends and donations"
2015,Dollars (millions),H06, grants and subsidies"
2015,Dollars (millions),H07,Financial performance
2015,Dollars (millions),H08,Financial performance
2015,Dollars (millions),H09,Financial performance
2015,Dollars (millions),H10,Financial performance
2015,Dollars (millions),H11,Financial performance
2015,Dollars (millions),H12,Financial performance
2015,Dollars (millions),H13,Financial performance
2015,Dollars (millions),H17,Financial performance
2015,Dollars (millions),H18,Financial performance
2015,Dollars (millions),H20,Financial performance
2015,Dollars (millions),H21,Financial performance
2015,Dollars (millions),H22,Financial performance
2015,Dollars (millions),H23,Financial performance
2015,Dollars (millions),H24,Financial position
2015,Dollars (millions),H25,Financial position
2015,Dollars (millions),H26,Financial position
2015,Dollars (millions),H27,Financial position
2015,Dollars (millions),H28,Financial position
2015,Dollars (millions),H29,Financial position
2015,Dollars (millions),H30,Financial position
2015,Dollars (millions),H31,Financial position
2015,Dollars (millions),H32,Financial position
2015,Dollars (millions),H33,Financial position
2015,Dollars,H34,Financial ratios
2015,Dollars,H35,Financial ratios
2015,Percentage,H36,Financial ratios
2015,Percentage,H37,Financial ratios
2015,Percentage,H38,Financial ratios
2015,Percentage,H39,Financial ratios
2015,Percentage,H40,Financial ratios
2015,Percentage,H41,Financial ratios
2015,Dollars (millions),H01,Financial performance
2015,Dollars (millions),H02,Financial performance
2015,Dollars (millions),H03,Financial performance
2015,Dollars (millions),H05, dividends and donations"
2015,Dollars (millions),H06, grants and subsidies"
2015,Dollars (millions),H07,Financial performance
2015,Dollars (millions),H08,Financial performance
2015,Dollars (millions),H09,Financial performance
2015,Dollars (millions),H10,Financial performance
2015,Dollars (millions),H11,Financial performance
2015,Dollars (millions),H12,Financial performance
2015,Dollars (millions),H13,Financial performance
2015,Dollars (millions),H17,Financial performance
2015,Dollars (millions),H18,Financial performance
2015,Dollars (millions),H20,Financial performance
2015,Dollars (millions),H21,Financial performance
2015,Dollars (millions),H22,Financial performance
2015,Dollars (millions),H23,Financial performance
2015,Dollars (millions),H24,Financial position
2015,Dollars (millions),H25,Financial position
2015,Dollars (millions),H26,Financial position
2015,Dollars (millions),H27,Financial position
2015,Dollars (millions),H28,Financial position
2015,Dollars (millions),H29,Financial position
2015,Dollars (millions),H30,Financial position
2015,Dollars (millions),H31,Financial position
2015,Dollars (millions),H32,Financial position
2015,Dollars (millions),H33,Financial position
2015,Dollars,H34,Financial ratios
2015,Dollars,H35,Financial ratios
2015,Percentage,H36,Financial ratios
2015,Percentage,H37,Financial ratios
2015,Percentage,H38,Financial ratios
2015,Percentage,H39,Financial ratios
2015,Percentage,H40,Financial ratios
2015,Percentage,H41,Financial ratios
2015,Dollars (millions),H01,Financial performance
2015,Dollars (millions),H02,Financial performance
2015,Dollars (millions),H03,Financial performance
2015,Dollars (millions),H05, dividends and donations"
2015,Dollars (millions),H06, grants and subsidies"
2015,Dollars (millions),H07,Financial performance
2015,Dollars (millions),H08,Financial performance
2015,Dollars (millions),H09,Financial performance
2015,Dollars (millions),H10,Financial performance
2015,Dollars (millions),H11,Financial performance
2015,Dollars (millions),H12,Financial performance
2015,Dollars (millions),H13,Financial performance
2015,Dollars (millions),H17,Financial performance
2015,Dollars (millions),H18,Financial performance
2015,Dollars (millions),H20,Financial performance
2015,Dollars (millions),H21,Financial performance
2015,Dollars (millions),H22,Financial performance
2015,Dollars (millions),H23,Financial performance
2015,Dollars (millions),H24,Financial position
2015,Dollars (millions),H25,Financial position
2015,Dollars (millions),H26,Financial position
2015,Dollars (millions),H27,Financial position
2015,Dollars (millions),H28,Financial position
2015,Dollars (millions),H29,Financial position
2015,Dollars (millions),H30,Financial position
2015,Dollars (millions),H31,Financial position
2015,Dollars (millions),H32,Financial position
2015,Dollars (millions),H33,Financial position
2015,Dollars,H34,Financial ratios
2015,Dollars,H35,Financial ratios
2015,Percentage,H36,Financial ratios
2015,Percentage,H37,Financial ratios
2015,Percentage,H38,Financial ratios
2015,Percentage,H39,Financial ratios
2015,Percentage,H40,Financial ratios
2015,Percentage,H41,Financial ratios
2015,Dollars (millions),H01,Financial performance
2015,Dollars (millions),H02,Financial performance
2015,Dollars (millions),H03,Financial performance
2015,Dollars (millions),H05, dividends and donations"
2015,Dollars (millions),H06, grants and subsidies"
2015,Dollars (millions),H07,Financial performance
2015,Dollars (millions),H08,Financial performance
2015,Dollars (millions),H09,Financial performance
2015,Dollars (millions),H10,Financial performance
2015,Dollars (millions),H11,Financial performance
2015,Dollars (millions),H12,Financial performance
2015,Dollars (millions),H13,Financial performance
2015,Dollars (millions),H17,Financial performance
2015,Dollars (millions),H18,Financial performance
2015,Dollars (millions),H20,Financial performance
2015,Dollars (millions),H21,Financial performance
2015,Dollars (millions),H22,Financial performance
2015,Dollars (millions),H23,Financial performance
2015,Dollars (millions),H24,Financial position
2015,Dollars (millions),H25,Financial position
2015,Dollars (millions),H26,Financial position
2015,Dollars (millions),H27,Financial position
2015,Dollars (millions),H28,Financial position
2015,Dollars (millions),H29,Financial position
2015,Dollars (millions),H30,Financial position
2015,Dollars (millions),H31,Financial position
2015,Dollars (millions),H32,Financial position
2015,Dollars (millions),H33,Financial position
2015,Dollars,H34,Financial ratios
2015,Dollars,H35,Financial ratios
2015,Percentage,H36,Financial ratios
2015,Percentage,H37,Financial ratios
2015,Percentage,H38,Financial ratios
2015,Percentage,H39,Financial ratios
2015,Percentage,H40,Financial ratios
2015,Percentage,H41,Financial ratios
2015,Dollars (millions),H01,Financial performance
2015,Dollars (millions),H02,Financial performance
2015,Dollars (millions),H03,Financial performance
2015,Dollars (millions),H05, dividends and donations"
2015,Dollars (millions),H06, grants and subsidies"
2015,Dollars (millions),H07,Financial performance
2015,Dollars (millions),H08,Financial performance
2015,Dollars (millions),H09,Financial performance
2015,Dollars (millions),H10,Financial performance
2015,Dollars (millions),H11,Financial performance
2015,Dollars (millions),H12,Financial performance
2015,Dollars (millions),H13,Financial performance
2015,Dollars (millions),H17,Financial performance
2015,Dollars (millions),H18,Financial performance
2015,Dollars (millions),H20,Financial performance
2015,Dollars (millions),H21,Financial performance
2015,Dollars (millions),H22,Financial performance
2015,Dollars (millions),H23,Financial performance
2015,Dollars (millions),H24,Financial position
2015,Dollars (millions),H25,Financial position
2015,Dollars (millions),H26,Financial position
2015,Dollars (millions),H27,Financial position
2015,Dollars (millions),H28,Financial position
2015,Dollars (millions),H29,Financial position
2015,Dollars (millions),H30,Financial position
2015,Dollars (millions),H31,Financial position
2015,Dollars (millions),H32,Financial position
2015,Dollars (millions),H33,Financial position
2015,Dollars,H34,Financial ratios
2015,Dollars,H35,Financial ratios
2015,Percentage,H36,Financial ratios
2015,Percentage,H37,Financial ratios
2015,Percentage,H38,Financial ratios
2015,Percentage,H39,Financial ratios
2015,Percentage,H40,Financial ratios
2015,Percentage,H41,Financial ratios
2015,Dollars (millions),H01,Financial performance
2015,Dollars (millions),H02,Financial performance
2015,Dollars (millions),H03,Financial performance
2015,Dollars (millions),H05, dividends and donations"
2015,Dollars (millions),H06, grants and subsidies"
2015,Dollars (millions),H07,Financial performance
2015,Dollars (millions),H08,Financial performance
2015,Dollars (millions),H09,Financial performance
2015,Dollars (millions),H10,Financial performance
2015,Dollars (millions),H11,Financial performance
2015,Dollars (millions),H12,Financial performance
2015,Dollars (millions),H13,Financial performance
2015,Dollars (millions),H17,Financial performance
2015,Dollars (millions),H18,Financial performance
2015,Dollars (millions),H20,Financial performance
2015,Dollars (millions),H21,Financial performance
2015,Dollars (millions),H22,Financial performance
2015,Dollars (millions),H23,Financial performance
2015,Dollars (millions),H24,Financial position
2015,Dollars (millions),H25,Financial position
2015,Dollars (millions),H26,Financial position
2015,Dollars (millions),H27,Financial position
2015,Dollars (millions),H28,Financial position
2015,Dollars (millions),H29,Financial position
2015,Dollars (millions),H30,Financial position
2015,Dollars (millions),H31,Financial position
2015,Dollars (millions),H32,Financial position
2015,Dollars (millions),H33,Financial position
2015,Dollars,H34,Financial ratios
2015,Dollars,H35,Financial ratios
2015,Percentage,H36,Financial ratios
2015,Percentage,H37,Financial ratios
2015,Percentage,H38,Financial ratios
2015,Percentage,H39,Financial ratios
2015,Percentage,H40,Financial ratios
2015,Percentage,H41,Financial ratios
2015,Dollars (millions),H01,Financial performance
2015,Dollars (millions),H02,Financial performance
2015,Dollars (millions),H03,Financial performance
2015,Dollars (millions),H05, dividends and donations"
2015,Dollars (millions),H06, grants and subsidies"
2015,Dollars (millions),H07,Financial performance
2015,Dollars (millions),H08,Financial performance
2015,Dollars (millions),H09,Financial performance
2015,Dollars (millions),H10,Financial performance
2015,Dollars (millions),H11,Financial performance
2015,Dollars (millions),H12,Financial performance
2015,Dollars (millions),H13,Financial performance
2015,Dollars (millions),H17,Financial performance
2015,Dollars (millions),H18,Financial performance
2015,Dollars (millions),H20,Financial performance
2015,Dollars (millions),H21,Financial performance
2015,Dollars (millions),H22,Financial performance
2015,Dollars (millions),H23,Financial performance
2015,Dollars (millions),H24,Financial position
2015,Dollars (millions),H25,Financial position
2015,Dollars (millions),H26,Financial position
2015,Dollars (millions),H27,Financial position
2015,Dollars (millions),H28,Financial position
2015,Dollars (millions),H29,Financial position
2015,Dollars (millions),H30,Financial position
2015,Dollars (millions),H31,Financial position
2015,Dollars (millions),H32,Financial position
2015,Dollars (millions),H33,Financial position
2015,Dollars,H34,Financial ratios
2015,Dollars,H35,Financial ratios
2015,Percentage,H36,Financial ratios
2015,Percentage,H37,Financial ratios
2015,Percentage,H38,Financial ratios
2015,Percentage,H39,Financial ratios
2015,Percentage,H40,Financial ratios
2015,Percentage,H41,Financial ratios
2015,Dollars (millions),H01,Financial performance
2015,Dollars (millions),H02,Financial performance
2015,Dollars (millions),H03,Financial performance
2015,Dollars (millions),H05, dividends and donations"
2015,Dollars (millions),H06, grants and subsidies"
2015,Dollars (millions),H07,Financial performance
2015,Dollars (millions),H08,Financial performance
2015,Dollars (millions),H09,Financial performance
2015,Dollars (millions),H10,Financial performance
2015,Dollars (millions),H11,Financial performance
2015,Dollars (millions),H12,Financial performance
2015,Dollars (millions),H13,Financial performance
2015,Dollars (millions),H17,Financial performance
2015,Dollars (millions),H18,Financial performance
2015,Dollars (millions),H20,Financial performance
2015,Dollars (millions),H21,Financial performance
2015,Dollars (millions),H22,Financial performance
2015,Dollars (millions),H23,Financial performance
2015,Dollars (millions),H24,Financial position
2015,Dollars (millions),H25,Financial position
2015,Dollars (millions),H26,Financial position
2015,Dollars (millions),H27,Financial position
2015,Dollars (millions),H28,Financial position
2015,Dollars (millions),H29,Financial position
2015,Dollars (millions),H30,Financial position
2015,Dollars (millions),H31,Financial position
2015,Dollars (millions),H32,Financial position
2015,Dollars (millions),H33,Financial position
2015,Dollars,H34,Financial ratios
2015,Dollars,H35,Financial ratios
2015,Percentage,H36,Financial ratios
2015,Percentage,H37,Financial ratios
2015,Percentage,H38,Financial ratios
2015,Percentage,H39,Financial ratios
2015,Percentage,H40,Financial ratios
2015,Percentage,H41,Financial ratios
2015,Dollars (millions),H01,Financial performance
2015,Dollars (millions),H02,Financial performance
2015,Dollars (millions),H03,Financial performance
2015,Dollars (millions),H05, dividends and donations"
2015,Dollars (millions),H06, grants and subsidies"
2015,Dollars (millions),H07,Financial performance
2015,Dollars (millions),H08,Financial performance
2015,Dollars (millions),H09,Financial performance
2015,Dollars (millions),H10,Financial performance
2015,Dollars (millions),H11,Financial performance
2015,Dollars (millions),H12,Financial performance
2015,Dollars (millions),H13,Financial performance
2015,Dollars (millions),H17,Financial performance
2015,Dollars (millions),H18,Financial performance
2015,Dollars (millions),H20,Financial performance
2015,Dollars (millions),H21,Financial performance
2015,Dollars (millions),H22,Financial performance
2015,Dollars (millions),H23,Financial performance
2015,Dollars (millions),H24,Financial position
2015,Dollars (millions),H25,Financial position
2015,Dollars (millions),H26,Financial position
2015,Dollars (millions),H27,Financial position
2015,Dollars (millions),H28,Financial position
2015,Dollars (millions),H29,Financial position
2015,Dollars (millions),H30,Financial position
2015,Dollars (millions),H31,Financial position
2015,Dollars (millions),H32,Financial position
2015,Dollars (millions),H33,Financial position
2015,Dollars,H34,Financial ratios
2015,Dollars,H35,Financial ratios
2015,Percentage,H36,Financial ratios
2015,Percentage,H37,Financial ratios
2015,Percentage,H38,Financial ratios
2015,Percentage,H39,Financial ratios
2015,Percentage,H40,Financial ratios
2015,Percentage,H41,Financial ratios
2015, Gas, Water and Waste Services",H01
2015, Gas, Water and Waste Services",H04
2015, Gas, Water and Waste Services",H05
2015, Gas, Water and Waste Services",H06
2015, Gas, Water and Waste Services",H07
2015, Gas, Water and Waste Services",H08
2015, Gas, Water and Waste Services",H09
2015, Gas, Water and Waste Services",H10
2015, Gas, Water and Waste Services",H11
2015, Gas, Water and Waste Services",H12
2015, Gas, Water and Waste Services",H13
2015, Gas, Water and Waste Services",H19
2015, Gas, Water and Waste Services",H20
2015, Gas, Water and Waste Services",H21
2015, Gas, Water and Waste Services",H22
2015, Gas, Water and Waste Services",H23
2015, Gas, Water and Waste Services",H24
2015, Gas, Water and Waste Services",H25
2015, Gas, Water and Waste Services",H26
2015, Gas, Water and Waste Services",H27
2015, Gas, Water and Waste Services",H28
2015, Gas, Water and Waste Services",H29
2015, Gas, Water and Waste Services",H30
2015, Gas, Water and Waste Services",H31
2015, Gas, Water and Waste Services",H32
2015, Gas, Water and Waste Services",H33
2015, Gas, Water and Waste Services",H34
2015, Gas, Water and Waste Services",H35
2015, Gas, Water and Waste Services",H36
2015, Gas, Water and Waste Services",H37
2015, Gas, Water and Waste Services",H39
2015, Gas, Water and Waste Services",H40
2015, Gas, Water and Waste Services",H41
2015,Dollars (millions),H01,Financial performance
2015,Dollars (millions),H04,Financial performance
2015,Dollars (millions),H05, dividends and donations"
2015,Dollars (millions),H06, grants and subsidies"
2015,Dollars (millions),H07,Financial performance
2015,Dollars (millions),H08,Financial performance
2015,Dollars (millions),H09,Financial performance
2015,Dollars (millions),H10,Financial performance
2015,Dollars (millions),H11,Financial performance
2015,Dollars (millions),H12,Financial performance
2015,Dollars (millions),H13,Financial performance
2015,Dollars (millions),H19,Financial performance
2015,Dollars (millions),H20,Financial performance
2015,Dollars (millions),H21,Financial performance
2015,Dollars (millions),H22,Financial performance
2015,Dollars (millions),H23,Financial performance
2015,Dollars (millions),H24,Financial position
2015,Dollars (millions),H25,Financial position
2015,Dollars (millions),H26,Financial position
2015,Dollars (millions),H27,Financial position
2015,Dollars (millions),H28,Financial position
2015,Dollars (millions),H29,Financial position
2015,Dollars (millions),H30,Financial position
2015,Dollars (millions),H31,Financial position
2015,Dollars (millions),H32,Financial position
2015,Dollars (millions),H33,Financial position
2015,Dollars,H34,Financial ratios
2015,Dollars,H35,Financial ratios
2015,Percentage,H36,Financial ratios
2015,Percentage,H37,Financial ratios
2015,Percentage,H39,Financial ratios
2015,Percentage,H40,Financial ratios
2015,Percentage,H41,Financial ratios
2015, Sewerage, Drainage and Waste Services",H01
2015, Sewerage, Drainage and Waste Services",H04
2015, Sewerage, Drainage and Waste Services",H05
2015, Sewerage, Drainage and Waste Services",H06
2015, Sewerage, Drainage and Waste Services",H07
2015, Sewerage, Drainage and Waste Services",H08
2015, Sewerage, Drainage and Waste Services",H09
2015, Sewerage, Drainage and Waste Services",H10
2015, Sewerage, Drainage and Waste Services",H11
2015, Sewerage, Drainage and Waste Services",H12
2015, Sewerage, Drainage and Waste Services",H13
2015, Sewerage, Drainage and Waste Services",H19
2015, Sewerage, Drainage and Waste Services",H20
2015, Sewerage, Drainage and Waste Services",H21
2015, Sewerage, Drainage and Waste Services",H22
2015, Sewerage, Drainage and Waste Services",H23
2015, Sewerage, Drainage and Waste Services",H24
2015, Sewerage, Drainage and Waste Services",H25
2015, Sewerage, Drainage and Waste Services",H26
2015, Sewerage, Drainage and Waste Services",H27
2015, Sewerage, Drainage and Waste Services",H28
2015, Sewerage, Drainage and Waste Services",H29
2015, Sewerage, Drainage and Waste Services",H30
2015, Sewerage, Drainage and Waste Services",H31
2015, Sewerage, Drainage and Waste Services",H32
2015, Sewerage, Drainage and Waste Services",H33
2015, Sewerage, Drainage and Waste Services",H34
2015, Sewerage, Drainage and Waste Services",H35
2015, Sewerage, Drainage and Waste Services",H36
2015, Sewerage, Drainage and Waste Services",H37
2015, Sewerage, Drainage and Waste Services",H39
2015, Sewerage, Drainage and Waste Services",H40
2015, Sewerage, Drainage and Waste Services",H41
2015,Dollars (millions),H01,Financial performance
2015,Dollars (millions),H04,Financial performance
2015,Dollars (millions),H05, dividends and donations"
2015,Dollars (millions),H06, grants and subsidies"
2015,Dollars (millions),H07,Financial performance
2015,Dollars (millions),H08,Financial performance
2015,Dollars (millions),H09,Financial performance
2015,Dollars (millions),H10,Financial performance
2015,Dollars (millions),H11,Financial performance
2015,Dollars (millions),H12,Financial performance
2015,Dollars (millions),H13,Financial performance
2015,Dollars (millions),H19,Financial performance
2015,Dollars (millions),H20,Financial performance
2015,Dollars (millions),H21,Financial performance
2015,Dollars (millions),H22,Financial performance
2015,Dollars (millions),H23,Financial performance
2015,Dollars (millions),H24,Financial position
2015,Dollars (millions),H25,Financial position
2015,Dollars (millions),H26,Financial position
2015,Dollars (millions),H27,Financial position
2015,Dollars (millions),H28,Financial position
2015,Dollars (millions),H29,Financial position
2015,Dollars (millions),H30,Financial position
2015,Dollars (millions),H31,Financial position
2015,Dollars (millions),H32,Financial position
2015,Dollars (millions),H33,Financial position
2015,Dollars,H34,Financial ratios
2015,Dollars,H35,Financial ratios
2015,Percentage,H36,Financial ratios
2015,Percentage,H37,Financial ratios
2015,Percentage,H39,Financial ratios
2015,Percentage,H40,Financial ratios
2015,Percentage,H41,Financial ratios
2015,Dollars (millions),H01,Financial performance
2015,Dollars (millions),H04,Financial performance
2015,Dollars (millions),H05, dividends and donations"
2015,Dollars (millions),H06, grants and subsidies"
2015,Dollars (millions),H07,Financial performance
2015,Dollars (millions),H08,Financial performance
2015,Dollars (millions),H09,Financial performance
2015,Dollars (millions),H10,Financial performance
2015,Dollars (millions),H11,Financial performance
2015,Dollars (millions),H12,Financial performance
2015,Dollars (millions),H13,Financial performance
2015,Dollars (millions),H19,Financial performance
2015,Dollars (millions),H20,Financial performance
2015,Dollars (millions),H21,Financial performance
2015,Dollars (millions),H22,Financial performance
2015,Dollars (millions),H23,Financial performance
2015,Dollars (millions),H24,Financial position
2015,Dollars (millions),H25,Financial position
2015,Dollars (millions),H26,Financial position
2015,Dollars (millions),H27,Financial position
2015,Dollars (millions),H28,Financial position
2015,Dollars (millions),H29,Financial position
2015,Dollars (millions),H30,Financial position
2015,Dollars (millions),H31,Financial position
2015,Dollars (millions),H32,Financial position
2015,Dollars (millions),H33,Financial position
2015,Dollars,H34,Financial ratios
2015,Dollars,H35,Financial ratios
2015,Percentage,H36,Financial ratios
2015,Percentage,H37,Financial ratios
2015,Percentage,H39,Financial ratios
2015,Percentage,H40,Financial ratios
2015,Percentage,H41,Financial ratios
2015,Dollars (millions),H01,Financial performance
2015,Dollars (millions),H04,Financial performance
2015,Dollars (millions),H05, dividends and donations"
2015,Dollars (millions),H06, grants and subsidies"
2015,Dollars (millions),H07,Financial performance
2015,Dollars (millions),H08,Financial performance
2015,Dollars (millions),H09,Financial performance
2015,Dollars (millions),H10,Financial performance
2015,Dollars (millions),H11,Financial performance
2015,Dollars (millions),H12,Financial performance
2015,Dollars (millions),H13,Financial performance
